AREA,SUBAREA,ISBN,TITULO,ED,ANIO,AUTOR,EDITORIAL,STOCK,PVP_S
LENGUA Y LITERATURA,NOVELAS,978-612-47793-1-2,CIA PERU 1985. EL ESPIA SENTIMENTAL,1,2018,NEYRA,ESTRUENDOMUDO,9,59.0
LENGUA Y LITERATURA,NOVELAS,978-612-47793-0-5,CIA PERU 1985. UNA NOVELA DE ESPIAS,1,2018,NEYRA,ESTRUENDOMUDO,10,59.0
LENGUA Y LITERATURA,NOVELAS,978-612-47793-2-9,CIA PERU 1990. EL ESPIA INNOBLE,1,2018,NEYRA,ESTRUENDOMUDO,9,59.0
LENGUA Y LITERATURA,NOVELAS,978-84-206-7801-6,LA TIERRA DE NUESTROS PADRES,1,2013,NICHOLSON,ALIANZA,1,25.0
LENGUA Y LITERATURA,NOVELAS,978-987-1294-97-8,FFF,1,2023,NIELSEN,AURELIA LIBROS RIVERA,2,50.9
LENGUA Y LITERATURA,NOVELAS,978-987-718-710-6,EL ANTICRISTO. UNA MALDICION CONTRA EL CRISTIANISMO,3,2021,NIETZSCHE,EDICIONES LEA,2,47.0
LENGUA Y LITERATURA,NOVELAS,978-84-339-0178-1,LA INFANCIA DEL MUNDO,1,2023,NIEVA,ANAGRAMA,3,66.5
LENGUA Y LITERATURA,NOVELAS,978-84-206-9896-0,LOS LAZOS,1,2015,NOIVILLE,ALIANZA,4,25.0
LENGUA Y LITERATURA,NOVELAS,978-84-339-7121-0,ACIDO SULFURICO,11,2022,NOTHOMB,ANAGRAMA,2,66.5
LENGUA Y LITERATURA,NOVELAS,978-84-339-7884-4,BARBA AZUL,2,2014,NOTHOMB,ANAGRAMA,3,68.0
LENGUA Y LITERATURA,NOVELAS,978-84-339-7774-8,COSMETICA DEL ENEMIGO.,7,2022,NOTHOMB,ANAGRAMA,2,36.9
LENGUA Y LITERATURA,NOVELAS,978-84-339-7986-5,EL CRIMEN DEL CONDE NEVILLE,2,2017,NOTHOMB,ANAGRAMA,3,67.6
LENGUA Y LITERATURA,NOVELAS,978-84-339-6076-4,ESTUPOR Y TEMBLORES,6,2023,NOTHOMB,ANAGRAMA,1,40.5
LENGUA Y LITERATURA,NOVELAS,978-84-339-8029-8,GOLPEATE EL CORAZON,5,2022,NOTHOMB,ANAGRAMA,3,70.1
LENGUA Y LITERATURA,NOVELAS,978-84-339-6009-2,LA NOSTALGIA FELIZ,2,2023,NOTHOMB,ANAGRAMA,3,36.9
LENGUA Y LITERATURA,NOVELAS,978-84-339-8063-2,LOS NOMBRES EPICENOS,1,2020,NOTHOMB,ANAGRAMA,2,66.5
LENGUA Y LITERATURA,NOVELAS,978-84-339-7382-5,NI DE EVA NI DE ADAN,12,2023,NOTHOMB,ANAGRAMA,3,40.5
LENGUA Y LITERATURA,NOVELAS,978-84-339-7660-4,ORDENO Y MANDO,5,2022,NOTHOMB,ANAGRAMA,3,40.5
LENGUA Y LITERATURA,NOVELAS,978-84-339-7952-0,PETRONILLE,5R,2023,NOTHOMB,ANAGRAMA,3,62.9
LENGUA Y LITERATURA,NOVELAS,978-84-339-0171-2,PRIMERA SANGRE,1,2023,NOTHOMB,ANAGRAMA,3,70.1
LENGUA Y LITERATURA,NOVELAS,978-84-339-8000-7,RIQUETE EL DEL COPETE,1,2018,NOTHOMB,ANAGRAMA,3,62.9
LENGUA Y LITERATURA,NOVELAS,978-84-339-8110-3,SED,7,2022,NOTHOMB,ANAGRAMA,3,66.5
LENGUA Y LITERATURA,NOVELAS,978-612-4444-54-8,EL AMANECER DE AMANECERES.,1,2020,NOVOA,APOGEO,5,15.3
LENGUA Y LITERATURA,NOVELAS,978-84-339-8038-0,EL AMIGO,1,2019,NUNEZ,ANAGRAMA,3,73.4
LENGUA Y LITERATURA,NOVELAS,978-84-9867-600-6,ELOGIO DE LA IMPERTINENCIA,1,2010,ODIFREDDI,RBA LIBROS,1,10.0
LENGUA Y LITERATURA,NOVELAS,978-612-305-146-4,AMORES LIQUIDOS.,1,2019,OLLE,PEISA,18,45.0
LENGUA Y LITERATURA,NOVELAS,978-84-121457-6-2,DIME UNA ADIVINANZA,2,2020,OLSEN,LAS AFUERAS,2,64.9
LENGUA Y LITERATURA,NOVELAS,978-84-339-9778-4,EL ANTICUERPO,1,2014,ORDOVAS,ANAGRAMA,3,55.8
LENGUA Y LITERATURA,NOVELAS,978-612-46735-3-5,CRONICA DE NADIE.,2,2018,ORELLANA,LANCOM EDICIONES.,8,44.9
LENGUA Y LITERATURA,NOVELAS,978-84-339-6042-9,EL LADRON DE ORQUIDEAS,1,2019,ORLEAN,ANAGRAMA,2,47.6
LENGUA Y LITERATURA,NOVELAS,978-987-718-718-2,1984,1,2021,ORWELL,EDICIONES LEA,2,66.1
LENGUA Y LITERATURA,NOVELAS,978-84-19306-91-3,AKU NO HANA. LAS FLORES DEL MAL VOL. 1,1,2022,OSHIMI,IVREA,1,49.3
LENGUA Y LITERATURA,NOVELAS,978-84-19531-37-7,AKU NO HANA. LAS FLORES DEL MAL VOL. 2,1,2022,OSHIMI,IVREA,1,52.9
LENGUA Y LITERATURA,NOVELAS,978-84-339-8104-2,EN INVIERNO,1,2021,OVE,ANAGRAMA,1,70.1
LENGUA Y LITERATURA,NOVELAS,978-84-339-8103-5,EN OTOÑO,1,2021,OVE,ANAGRAMA,1,70.1
LENGUA Y LITERATURA,NOVELAS,978-84-339-8106-6,EN VERANO,1,2021,OVE,ANAGRAMA,1,70.1
LENGUA Y LITERATURA,NOVELAS,978-84-339-0181-1,LA ESTRELLA DE LA MAÑANA,1,2023,OVE,ANAGRAMA,2,96.2
LENGUA Y LITERATURA,NOVELAS,978-84-122440-7-6,NUDOS,1,2021,OYEHAUG,LAS AFUERAS,2,64.9
LENGUA Y LITERATURA,NOVELAS,978-950-23-3253-6,ESCRITOS HOBBESIANOS (1978-1990),1,2022,PACCHI,EUDEBA,2,67.4
LENGUA Y LITERATURA,NOVELAS,978-958-42-6476-3,LA TRANSPARENCIA DEL TIEMPO.,1,2018,PADURA,TUSQUETS,1,79.0
LENGUA Y LITERATURA,NOVELAS,978-84-17972-54-7,UN HOMBRE AL MANDO,1,2021,PAIGE,CHIC,2,81.9
LENGUA Y LITERATURA,NOVELAS,978-607-17-1547-0,PAPA DEBUTANTE.,1,2013,PAILLES,TRILLAS,3,25.0
LENGUA Y LITERATURA,NOVELAS,978-612-305-242-3,TRADICIONES PERUANAS,4,2025,PALMA,PEISA,35,45.1
LENGUA Y LITERATURA,NOVELAS,978-612-48512-5-4,TRADICIONES PERUANAS,1,2021,PALMA,REVUELTA,6,47.0
LENGUA Y LITERATURA,NOVELAS,978-84-339-7298-9,EL ULTIMO LIBRO DE SERGI PAMIES,1,2007,PAMIES,ANAGRAMA,3,36.9
LENGUA Y LITERATURA,NOVELAS,978-84-339-7772-4,LA BICICLETA ESTATICA.,1,2015,PAMIES,ANAGRAMA,3,36.9
LENGUA Y LITERATURA,NOVELAS,978-84-9104-682-0,EL DESPERTAR,1,2017,PAPIN,ALIANZA,1,45.8
LENGUA Y LITERATURA,NOVELAS,978-84-339-6408-3,ESTUDIOS DEL MALESTAR,1,2016,PARDO,ANAGRAMA,3,75.4
LENGUA Y LITERATURA,NOVELAS,978-84-9181-069-8,EL AÑO DE LA PLAGA,1,2018,PASTOR,ALIANZA,1,52.6
LENGUA Y LITERATURA,NOVELAS,978-84-9181-116-9,KAPUTT MUNDI,1,2018,PASTOR,ALIANZA,2,52.6
LENGUA Y LITERATURA,NOVELAS,978-84-9181-117-6,LUNA MENTIROSA,1,2018,PASTOR,ALIANZA,2,52.6
LENGUA Y LITERATURA,NOVELAS,978-84-339-9776-0,EL PUDOR DEL PORNOGRAFO,1,2014,PAULS,ANAGRAMA,2,58.4
LENGUA Y LITERATURA,NOVELAS,978-84-339-7161-6,HISTORIA DEL LLANTO.,1,2007,PAULS,ANAGRAMA,1,70.4
LENGUA Y LITERATURA,NOVELAS,978-84-339-7209-5,HISTORIA DEL PELO,1,2010,PAULS,ANAGRAMA,3,55.8
LENGUA Y LITERATURA,NOVELAS,978-84-206-6591-7,DESARROLLO.,1,2012,PAYNE,ALIANZA,1,40.0
LENGUA Y LITERATURA,NOVELAS,978-607-8764-95-2,LA MIRADA DE LAS PLANTAS,1,2022,PAZ,ALMADIA,3,80.0
LENGUA Y LITERATURA,NOVELAS,978-612-00-3895-6,EL TESORO DE LA MONTAÑA EMBRUJADA,1,2018,PEBE,AUTORES NACIONALES,16,13.2
LENGUA Y LITERATURA,NOVELAS,978-612-5044-20-4,DENTRO DEL SECRETO,1,2022,PEIXOTO,REVUELTA,6,56.2
LENGUA Y LITERATURA,NOVELAS,978-84-18776-02-1,"GOODBYE, MY ROSE GARDEN VOL.1",1,2021,PEPPERCO,ARECHIMANGA,2,57.4
LENGUA Y LITERATURA,NOVELAS,978-84-9062-507-1,SHAKESPEARE PARA ENAMORADOS.,1,2015,PERCY,DEBOLSILLO,1,36.5
LENGUA Y LITERATURA,NOVELAS,978-84-16817-76-4,CIERRA LOS OJOS,1,2009,PEREZ,THULE EDICIONES,3,64.9
LENGUA Y LITERATURA,NOVELAS,978-84-415-3596-1,LIONEL MESSI.,1,2014,PEREZ,OBERON,1,24.2
LENGUA Y LITERATURA,NOVELAS,978-84-9104-357-7,LOS DIOSES CANSADOS,1,2016,PEREZ,ALIANZA,2,65.0
LENGUA Y LITERATURA,NOVELAS,978-84-206-9700-0,LOS PERROS SIEMPRE LADRAN AL ANOCHECER.,1,2015,PEREZ,ALIANZA,3,43.0
LENGUA Y LITERATURA,NOVELAS,978-84-08-10876-4,EL DESAFIO FINAL.,1,2012,PETERSON,DESTINO,3,50.0
LENGUA Y LITERATURA,NOVELAS,978-987-4000-96-5,RECONOCIMIENTO DE SABERES,1,2017,PEYLOUBET,DISEÑO,7,82.3
LENGUA Y LITERATURA,NOVELAS,978-987-46827-4-1,MARIONETAS,1,2019,PHEBY,CIA. NAVIERA ILIMITADA,3,61.1
LENGUA Y LITERATURA,NOVELAS,978-607-744-355-1,BAJO LA SUPERFICE. MI HISTORIA,2,2016,PHELPS,PATRIA,4,12.0
LENGUA Y LITERATURA,NOVELAS,978-612-47334-2-0,MELODIAS PARA NO OLVIDAR,1,2017,PICCONE,COMUNIDAD,10,27.4
LENGUA Y LITERATURA,NOVELAS,978-612-47334-1-3,POR UN AMOR MAS GRANDE,1,2017,PICCONE,COMUNIDAD,10,27.4
LENGUA Y LITERATURA,NOVELAS,978-84-339-9789-0,ANTOLOGIA PERSONAL,1,2015,PIGLIA,ANAGRAMA,2,73.7
LENGUA Y LITERATURA,NOVELAS,978-84-339-0244-3,BLANCO NOCTURNO.,1,2019,PIGLIA,ANAGRAMA,2,42.7
LENGUA Y LITERATURA,NOVELAS,978-84-339-9842-2,LOS DIARIOS DE EMILIO RENZI,1,2017,PIGLIA,ANAGRAMA,3,80.9
LENGUA Y LITERATURA,NOVELAS,978-84-9104-689-9,DETRAS DE SUS OJOS,1,2017,PINBOROUGH,ALIANZA,4,72.0
LENGUA Y LITERATURA,NOVELAS,978-84-9104-114-6,LA CASA DE LA MUERTE,1,2015,PINBOROUGH,ALIANZA,1,36.7
LENGUA Y LITERATURA,NOVELAS,978-84-120788-9-3,LA CONDESA SANGRIENTA,1,2022,PIZARNIK,LIBROS DEL ZORRO ROJO,2,115.9
LENGUA Y LITERATURA,NOVELAS,978-9972-09-294-7,ORQUIDEAS DEL PARAISO.,1,2009,PLANAS,NORMA EDITORIAL S.A,1,10.0
LENGUA Y LITERATURA,NOVELAS,978-84-942473-2-3,EL LIBRO DE LAS CAMAS,2R,2023,PLATH,LIBROS DEL ZORRO ROJO,1,71.0
LENGUA Y LITERATURA,NOVELAS,978-987-718-709-0,EL BANQUETE,2,2021,PLATON,EDICIONES LEA,3,47.0
LENGUA Y LITERATURA,NOVELAS,978-84-206-9868-7,PROTAGORAS GORGIAS CARTA SEPTIMA.,2,2015,PLATON,ALIANZA,1,46.6
LENGUA Y LITERATURA,NOVELAS,978-84-9104-283-9,VIDAS PARALELAS.,1,2016,PLUTARCO,ALIANZA,1,35.0
LENGUA Y LITERATURA,NOVELAS,978-987-718-559-1,CUENTOS CLASICOS POLICIALES CONTADOS PARA NIÑOS,1,2018,POE,EDICIONES LEA,3,33.6
LENGUA Y LITERATURA,NOVELAS,978-84-16365-49-4,EL ESCARABAJO DE ORO Y OTROS CUENTOS,3,2019,POE,MESTAS EDICIONES,4,25.9
LENGUA Y LITERATURA,NOVELAS,978-84-17782-29-0,LOS CRIMENES DE LA CALLE MORGUE Y OTROS RELATOS MISTERIOSOS,1,2019,POE,MESTAS EDICIONES,3,15.6
LENGUA Y LITERATURA,NOVELAS,978-84-17782-89-4,LOS MEJORES CUENTOS POLICIACOS DE EDGAR ALLAN POE,1,2020,POE,MESTAS EDICIONES,1,27.8
LENGUA Y LITERATURA,NOVELAS,978-84-313-3069-9,ESTUDIOS DE FILOSOFIA MODERNA Y CONTEMPORANEA XXIV,1,2015,POLO,EUNSA,7,101.9
LENGUA Y LITERATURA,NOVELAS,978-84-339-7621-5,LA CUADRATURA DEL CIRCULO,1,2013,POMBO,ANAGRAMA,2,80.9
LENGUA Y LITERATURA,NOVELAS,978-84-339-7202-6,LA PREVIA MUERTE DEL LUGARTENIENTE ALOOF,1,2009,POMBO,ANAGRAMA,3,62.9
LENGUA Y LITERATURA,NOVELAS,9972-895-34-3,DE AMOR Y DE GUERRA.,1,2004,PONCE,NORMA EDITORIAL S.A,2,10.0
LENGUA Y LITERATURA,NOVELAS,978-84-9061-206-4,EL DIOS ESCONDIDO.,1,2015,PORTAVELLA,EDICIONES PALABRA,6,30.0
LENGUA Y LITERATURA,NOVELAS,978-84-339-6454-0,PORNOTOPIA,2,2020,PRECIADO,ANAGRAMA,3,70.1
LENGUA Y LITERATURA,NOVELAS,978-84-339-9876-7,UN APARTAMENTO EN URANO,11,2022,PRECIADO,ANAGRAMA,3,73.7
LENGUA Y LITERATURA,NOVELAS,978-84-460-4727-8,HISTORIA DEL CABALLERO DES GRIEUX Y DE MANON LESCAUT,1,2019,PREVOST,AKAL,2,57.5
LENGUA Y LITERATURA,NOVELAS,978-84-9104-952-4,SERES HUMANOS UNICOS,1,2018,PRIZANT,ALIANZA,3,98.3
LENGUA Y LITERATURA,NOVELAS,978-987-718-668-0,EN BUSCA DEL TIEMPO PERDIDO. POR EL CAMINO DE SWANN,1,2020,PROUST,EDICIONES LEA,2,85.3
LENGUA Y LITERATURA,NOVELAS,978-84-17787-29-5,LAS AVENTURAS DE BATMAN N. 2,1,2019,PUCKETT,ECC EDICIONES,1,18.0
LENGUA Y LITERATURA,NOVELAS,978-84-339-9820-0,CHICOS Y CHICAS,1,2016,PUERTOLAS,ANAGRAMA,3,66.5
LENGUA Y LITERATURA,NOVELAS,978-84-339-7740-3,MI AMOR EN VANO,1,2014,PUERTOLAS,ANAGRAMA,3,44.1
LENGUA Y LITERATURA,NOVELAS,978-84-16817-41-2,CAZA DE BRUJAS,1,2018,QUARELLO,THULE EDICIONES,2,83.0
LENGUA Y LITERATURA,NOVELAS,978-84-17421-49-6,BAJO EL BRILLO DE LA LUNA,2,2022,QUINN,TITANIA DE EDITORES,7,63.7
LENGUA Y LITERATURA,NOVELAS,978-84-17421-52-6,COMO ATRAPAR A UNA HEREDERA,2,2022,QUINN,TITANIA DE EDITORES,7,68.2
LENGUA Y LITERATURA,NOVELAS,978-84-17421-37-3,EL DUQUE DE WYNDHAM,2,2022,QUINN,TITANIA DE EDITORES,6,72.8
LENGUA Y LITERATURA,NOVELAS,978-84-17421-38-0,LA PROMETIDA DEL DUQUE,2,2022,QUINN,TITANIA DE EDITORES,8,72.8
LENGUA Y LITERATURA,NOVELAS,978-84-17421-58-8,LOS DIARIOS SECRETOS DE MIRANDA,1,2022,QUINN,TITANIA DE EDITORES,7,68.2
LENGUA Y LITERATURA,NOVELAS,978-84-17421-59-5,SECRETOS EN LONDRES,2,2022,QUINN,TITANIA DE EDITORES,7,68.2
LENGUA Y LITERATURA,NOVELAS,978-84-17421-46-5,UN BAILE A MEDIANOCHE,2,2022,QUINN,TITANIA DE EDITORES,5,35.0
LENGUA Y LITERATURA,NOVELAS,978-84-17421-23-6,UN ROMANCE ADORABLE,1,2021,QUINN,TITANIA DE EDITORES,2,35.0
LENGUA Y LITERATURA,NOVELAS,978-84-17421-45-8,UNA ESPLENDIDA PASION,2,2022,QUINN,TITANIA DE EDITORES,7,35.0
LENGUA Y LITERATURA,NOVELAS,978-84-17421-48-9,UNA MUJER REBELDE,2,2022,QUINN,TITANIA DE EDITORES,5,35.0
LENGUA Y LITERATURA,NOVELAS,978-84-17421-24-3,UNA NOCHE INOLVIDABLE,1,2021,QUINN,TITANIA DE EDITORES,2,35.0
LENGUA Y LITERATURA,NOVELAS,978-84-9104-986-9,EL SALVAJE,2,2018,QUIROGA,ALIANZA,1,43.5
LENGUA Y LITERATURA,NOVELAS,978-84-16775-47-7,LOS MEJORES CUENTOS DE HORACIO QUIROGA,3,2019,QUIROGA,MESTAS EDICIONES,3,16.7
LENGUA Y LITERATURA,NOVELAS,978-950-9515-80-2,LA ANGUSTIA Y EL DESEO DEL OTRO.,1R,2013,RABINOVICH,MANANTIAL,4,22.0
LENGUA Y LITERATURA,NOVELAS,978-612-47724-1-2,DICHOS DE LUDER,3,2018,RAMON,REVUELTA,10,30.8
LENGUA Y LITERATURA,NOVELAS,978-987-500-208-1,EL HILO PERDIDO.,1,2015,RANCIERE,MANANTIAL,1,33.2
LENGUA Y LITERATURA,NOVELAS,978-84-9006-761-1,EL LIBRO NEGRO,1,2015,RANKIN,RBA LIBROS,3,54.6
LENGUA Y LITERATURA,NOVELAS,978-84-339-0170-5,LOS EMPLEADOS,2,2023,RAVN,ANAGRAMA,3,66.5
LENGUA Y LITERATURA,NOVELAS,978-84-9840-777-8,UN LARGO CAMINO. LA HISTORIA REAL DE UNA HUIDA HACIA LA LIBERTAD,1,2012,RAWICZ,EDICIONES PALABRA,3,30.0
LENGUA Y LITERATURA,NOVELAS,978-84-206-7170-3,EFECTO NOCHE.,1,2012,REIKEN,ALIANZA,3,30.0
LENGUA Y LITERATURA,NOVELAS,978-84-17972-65-3,DULCE TENTACION,1,2022,REILLY,CHIC,3,86.4
LENGUA Y LITERATURA,NOVELAS,978-84-206-8978-4,BORDEANDO EL ABISMO.,1,2014,REQUEIJO,ALIANZA,4,12.0
LENGUA Y LITERATURA,NOVELAS,978-84-9867-911-3,¿ QUE FUE LA GUERRA CIVIL ?,1,2011,REVERTE,RBA LIBROS,2,25.0
LENGUA Y LITERATURA,NOVELAS,978-84-9035-374-5,PRESENTACION PERFECTA. COMO EL MEJOR FINAL ES EL MEJOR COMIENZO,1,2014,REYERO,PEARSON,6,62.2
LENGUA Y LITERATURA,NOVELAS,978-84-339-7814-1,ARTE,1,2017,REZA,ANAGRAMA,3,36.9
LENGUA Y LITERATURA,NOVELAS,978-84-339-7321-4,EN EL TRINEO DE SCHOPENHAUER,2,2018,REZA,ANAGRAMA,3,33.3
LENGUA Y LITERATURA,NOVELAS,978-84-339-7900-1,FELICES LOS FELICES,2,2014,REZA,ANAGRAMA,3,66.5
LENGUA Y LITERATURA,NOVELAS,978-84-339-8102-8,SERGE,1,2021,REZA,ANAGRAMA,2,70.4
LENGUA Y LITERATURA,NOVELAS,978-612-5044-33-4,CARTAS A LUCHTING (1960 - 1993),1,2023,RIBEYRO,REVUELTA,15,77.6
LENGUA Y LITERATURA,NOVELAS,978-612-5044-25-9,CRONICA DE SAN GABRIEL,1,2023,RIBEYRO,REVUELTA,3,47.0
LENGUA Y LITERATURA,NOVELAS,978-84-9867-984-7,LA LINEA DEL DESIERTO.,1,2011,RIERA,RBA LIBROS,2,30.0
LENGUA Y LITERATURA,NOVELAS,978-987-718-732-8,LA ILIADA CONTADA PARA NIÑOS CONTADA PARA NIÑOS Y NIÑAS,1,2022,RIGIROLI,EDICIONES LEA,2,33.6
LENGUA Y LITERATURA,NOVELAS,978-84-9867-957-1,HIJO DE HOMBRE,1,2011,ROA,RBA LIBROS,1,30.0
LENGUA Y LITERATURA,NOVELAS,978-84-663-2929-3,EL COLECCIONISTA.,1R,2016,ROBERTS,DEBOLSILLO,2,45.7
LENGUA Y LITERATURA,NOVELAS,978-84-9104-155-9,INVIERNO EN PARIS,1,2015,ROBERTSON,ALIANZA,1,29.7
LENGUA Y LITERATURA,NOVELAS,978-612-4257-03-2,FRANCISCO GARCIA CALDERON ENTRE DOS MUNDOS.,1,2015,ROBLES,UNIV. PRIVADA ANTENOR ORREGO,7,8.0
LENGUA Y LITERATURA,NOVELAS,978-612-5044-23-5,ARDIENTES ANHELOS,1,2022,ROCA,REVUELTA,6,56.6
LENGUA Y LITERATURA,NOVELAS,978-84-339-7862-2,FURORES INTIMOS,1,2013,ROCHE,ANAGRAMA,3,73.7
LENGUA Y LITERATURA,NOVELAS,978-84-339-7896-7,EL REGATE,1,2014,RODRIGUES,ANAGRAMA,2,66.5
LENGUA Y LITERATURA,NOVELAS,978-84-9967-704-0,ARO. EL GUERRERO LOBO,1,2015,RODRIGUEZ,NOWTILUS,1,20.0
LENGUA Y LITERATURA,NOVELAS,978-612-4289-17-0,DEL EXTASIS A LA DESOLACION,1,2016,RODRIGUEZ,EDICIONES VICIO PERPETUO,2,17.4
LENGUA Y LITERATURA,NOVELAS,978-612-00-5390-4,LOS QUE NO PODIAN AMAR,1,2020,RODRIGUEZ,GITISAC,2,28.9
LENGUA Y LITERATURA,NOVELAS,978-84-9181-128-2,MEMORIAS DEL MIEDO Y EL PAN,1,2018,RODRIGUEZ,ALIANZA,2,100.6
LENGUA Y LITERATURA,NOVELAS,978-612-48304-8-8,NUBES NEGRAS SOBRE LA CIUDAD,1,2021,RODRIGUEZ,LIWRU,6,13.8
LENGUA Y LITERATURA,NOVELAS,978-84-16396-01-6,SOLO AMANECE SI ESTAS DESPIERTO,1,2015,RODRIGUEZ,SIRUELA,2,20.0
LENGUA Y LITERATURA,NOVELAS,978-612-4187-00-1,UN CRIMEN DEMASIADO HUMANO,2,2016,RODRIGUEZ,ARTEIDEA EDITORES,4,28.9
LENGUA Y LITERATURA,NOVELAS,978-9972-2790-7-2,EL SINO BURLADO,1,2022,ROJAS,LINEA ANDINA,12,54.7
LENGUA Y LITERATURA,NOVELAS,978-9972-2790-8-9,FILTROS TENEBROSOS,1,2022,ROJAS,LINEA ANDINA,11,54.7
LENGUA Y LITERATURA,NOVELAS,978-612-4451-02-7,CARTA ROJA,1,2019,ROLANDO,ESTRUENDOMUDO,17,59.0
LENGUA Y LITERATURA,NOVELAS,978-612-47800-3-5,PODEMOS SER HEROES,1,2019,ROLDAN,ESTRUENDOMUDO,12,40.0
LENGUA Y LITERATURA,NOVELAS,978-84-206-9337-8,EL PIANO: 52+ 36,1,2014,ROMERO,ALIANZA,1,25.0
LENGUA Y LITERATURA,NOVELAS,978-950-808-826-0,"LA MARRANA: INFIDELIDAD, CELOS Y MELANCOLIA",1,2013,ROMERO,HOMOSAPIENS,9,18.0
LENGUA Y LITERATURA,NOVELAS,978-84-9793-610-1,PASTORAL AMERICANA.,1,2016,ROTH,DEBOLSILLO,1,30.0
LENGUA Y LITERATURA,NOVELAS,978-84-206-9919-6,"MALEMORT, EL IMPOTENTE",1,2015,ROZ,ALIANZA,4,30.0
LENGUA Y LITERATURA,NOVELAS,978-84-206-8420-8,DE UN PAIS SIN AMOR.,1,2014,ROZIER,ALIANZA,1,79.7
LENGUA Y LITERATURA,NOVELAS,978-84-9006-663-8,LA VIÑA DEVASTADA.,1,2013,RUBIO,RBA LIBROS,7,15.0
LENGUA Y LITERATURA,NOVELAS,978-84-7953-253-6,LOS CUATRO ACUERDOS. UN LIBRO DE SABIDURIA TOLTECA,37,2011,RUIZ,URANO,1,54.6
LENGUA Y LITERATURA,NOVELAS,978-84-339-6461-8,TODO EN SU SITIO,1,2020,SACKS,ANAGRAMA,3,73.7
LENGUA Y LITERATURA,NOVELAS,978-84-16517-76-3,ELECTRA,1,2022,SAINT,UMBRIEL,2,72.8
LENGUA Y LITERATURA,NOVELAS,978-84-18837-05-0,"AMAR Y SER AMADO, DEJAR Y SER DEJADO VOL. 2",1,2022,SAKISAKA,IVREA,2,46.6
LENGUA Y LITERATURA,NOVELAS,978-84-18837-63-0,"AMAR Y SER AMADO, DEJAR Y SER DEJADO VOL. 3",1,2021,SAKISAKA,IVREA,2,46.6
LENGUA Y LITERATURA,NOVELAS,978-84-9104-005-7,LA REGLA DEL ORO,1,2015,SALABERT,ALIANZA,1,18.0
LENGUA Y LITERATURA,NOVELAS,978-987-46827-0-3,HASTA ENCONTRAR UNA SALIDA,1,2018,SALAS,CIA. NAVIERA ILIMITADA,3,58.4
LENGUA Y LITERATURA,NOVELAS,978-612-48512-7-8,LIMA LA HORRIBLE,1,2021,SALAZAR,REVUELTA,4,46.8
LENGUA Y LITERATURA,NOVELAS,978-84-9840-581-1,KATRINA.,1,2012,SALMINEN,EDICIONES PALABRA,1,20.0
LENGUA Y LITERATURA,NOVELAS,978-958-772-153-9,LA CONDENA DE ALBERTO FUJIMORI Y EL DERECHO INTERNACIONAL DE LOS DERECHOS HUMANO,1,2014,SALMON,UNIV. EXTERNADO DE COLOMBIA,4,35.9
LENGUA Y LITERATURA,NOVELAS,978-612-4329-12-8,ALADINO O VIDA Y OBRA DE JOSE SANTOS CHOCANO,3,2017,SANCHEZ,CONGRESO,4,45.5
LENGUA Y LITERATURA,NOVELAS,978-84-9104-868-8,UNIVERSO ALMODOVAR,1,2017,SANCHEZ,ALIANZA,1,110.9
LENGUA Y LITERATURA,NOVELAS,978-84-946744-1-9,LOST IN TRANSLATION,1R,2019,SANDERS,LIBROS DEL ZORRO ROJO,3,77.3
LENGUA Y LITERATURA,NOVELAS,978-987-46827-7-2,UNA CASA LLENA DE GENTE,4R,2022,SANDEZ,CIA. NAVIERA ILIMITADA,3,55.8
LENGUA Y LITERATURA,NOVELAS,978-612-5147-27-1,DANTE Y EL PERRO YURAQ,1,2025,SANTIAGO,EDICIONES VICIO PERPETUO,6,28.5
LENGUA Y LITERATURA,NOVELAS,978-84-339-9853-8,AMOR FOU,1,2018,SANZ,ANAGRAMA,3,62.9
LENGUA Y LITERATURA,NOVELAS,978-84-339-7742-7,"BLACK, BLACK, BLACK",6,2021,SANZ,ANAGRAMA,2,47.6
LENGUA Y LITERATURA,NOVELAS,978-84-339-6057-3,FARANDULA,1,2020,SANZ,ANAGRAMA,3,44.1
LENGUA Y LITERATURA,NOVELAS,978-84-339-9800-2,FARANDULA.,5,2017,SANZ,ANAGRAMA,3,87.4
LENGUA Y LITERATURA,NOVELAS,978-84-339-9924-5,PARTE DE MI,1,2021,SANZ,ANAGRAMA,3,66.5
LENGUA Y LITERATURA,NOVELAS,978-84-339-7747-2,UN BUEN DETECTIVE NO SE CASA JAMAS,3,2021,SANZ,ANAGRAMA,1,47.6
LENGUA Y LITERATURA,NOVELAS,978-612-305-230-0,CORAZON EN TRANCE,1,2024,SAONA,PEISA,13,77.0
LENGUA Y LITERATURA,NOVELAS,978-987-691-032-3,SIGNOS DE PASION. CLAVES DE LA NOVELA SENTIMENTAL DEL SIGLO DE LAS LUCES,1,2012,SARLO,BIBLOS,5,20.0
LENGUA Y LITERATURA,NOVELAS,978-950-808-620-4,EL PORTADOR,1,2010,SCALONA,HOMOSAPIENS,1,3.0
LENGUA Y LITERATURA,NOVELAS,978-84-9992-505-9,LA HISTORIA DE LOS JUDIOS.,1,2015,SCHAMA,DEBATE,1,35.0
LENGUA Y LITERATURA,NOVELAS,978-84-9181-248-7,LA VENGANZA DEL PERDON,1,2018,SCHMITT,ALIANZA,3,66.3
